id,question,reference_answer,student_answer,label
PC.Q15.SBJ3.L2.SA121,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb a doesn""t affect bulb b or c",2
PC.Q15.SBJ30.L2.SA133,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",If Bulb A is out it does not affect the other bulbs because it is on a different path.  If either B or C is out both B and C will be out but A will not be because Bulb A is not on the same path with Bulb B or C,0
PC.Q15.SBJ30.L2.SA135,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is on a different path than Bulb B and C so A is not affected with B and C go out and B and C are not affected with A goes out.,0
PC.Q15.SBJ31.L2.SA137,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",the bulb will be on if it is still on a closed path,3
PC.Q15.SBJ33.L2.SA132,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",tell answer,4
PC.Q15.SBJ34.L2.SA135,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is contained in a closed path with the battery.  Bulbs B and C are contained in a closed path with the battery.,2
PC.Q15.SBJ35.L2.SA138,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","when bulb A burned out, bulb b and c were still contained in a closed path with the battery. When bulb b burned out, only bulb A was still contained in a closed path with the battery. When bulb c burned out, only bulb a was still contained in a closed path with the battery",0
PC.Q15.SBJ36.L2.SA127,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",if a a bulb is out on the some path as another bulb than the bulb is also out,2
PC.Q15.SBJ36.L2.SA128,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",if two bulbs are on the same path and one of them is out then both of them are out,2
PC.Q15.SBJ36.L2.SA129,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",if two bulbs are on the same path and one of them s out then both bulbs are out,2
PC.Q15.SBJ36.L2.SA130,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb does not affect a different path,2
PC.Q15.SBJ37.L2.SA124,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","when bulb a is out, bulb b and bulb c are still in a closed path with the battery. when bulb b is out, bulb a is still in a closed path with the battery and bulb c is not in a closed path with the battery. when bulb c is out, bulb a is still in a closed path with the battery and bulb b is not in a closed path with the battery.",0
PC.Q15.SBJ37.L2.SA125,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb a is in a closed path with the battery. bulb b and bulb c are in a closed path with the battery.,2
PC.Q15.SBJ38.L2.SA125,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb A is in a closed path with the battery. Bulb B and bulb C are in series in a closed path with the battery. Bulb A is in parallel with bulb B and bulb C.,0
PC.Q15.SBJ39.L2.SA146,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",There are 2 paths in this diagram,2
PC.Q15.SBJ39.L2.SA147,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",There are 2 different paths in this diagram,2
PC.Q15.SBJ40.L2.SA136,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",they are closed pathes with the battery.,2
PC.Q15.SBJ40.L2.SA137,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",i give up.,4
PC.Q15.SBJ42.L2.SA127,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","There is a closed path that contains the battery and bulb a and bulbs b and c. if a is burned out, it only accounts for bulb a. if b is burned out, then there is a gap in the path that contains the battery and bulb b and bulb c. if c ib burned out, then there is a gap in the path that contains the battery and bulb b and bulb c.",0
PC.Q15.SBJ42.L2.SA128,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",there is a closed path only when the bulbs are not damaged,2
PC.Q15.SBJ42.L2.SA129,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",there is a closed path that contains the battery and bulb a. there is a closed path that contains the battery and bulb b and bulb c,2
PC.Q15.SBJ43.L2.SA137,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",the path containing a is seperate from the path containing b and c,2
PC.Q15.SBJ45.L2.SA125,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",.,4
PC.Q15.SBJ46.L2.SA142,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb a has its own closed path with the battery, bulbs b and c do not",2
PC.Q15.SBJ46.L2.SA143,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb b and bulb c share a closed path with the battery, bulb a has its own closed path with the battery",2
PC.Q15.SBJ46.L2.SA144,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",a bulb and a battery must share a path,3
PC.Q15.SBJ47.L2.SA137,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",when bulb A is burned out B and C will stay on because they are still contained in the same path as the battery. When bulb B is burned out then C will be affect and A will not because B and C are contained within the same path as the battery. When bulb C is burned out then B will be off and A will be on becasue A is still contained within the same path as the battery,0
PC.Q15.SBJ47.L2.SA138,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",A is on a different path from B and C. When B is out it will affect C not A and when A is out if will not affect B or C because it is on a different path which still is contained in the same path as the battery,0
PC.Q15.SBJ47.L2.SA139,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb A will not affect bulbs B and C because B and C are still contained within the same path as the battery.,2
PC.Q15.SBJ47.L2.SA140,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A will not affect bulbs B and C because B and C are still contained within the same path with the battery,2
PC.Q15.SBJ48.L2.SA127,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","In this diagram, there are two separate closed paths. One path is bulb a and the battery. The other path is bulb b, bulb c and the battery. One path does not affect the other.",0
PC.Q15.SBJ48.L2.SA128,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb a is in a path with the battery. Bulbs b and c are in a path with the battery. Bulbs that are located in different paths will not affect each other,0
PC.Q15.SBJ48.L2.SA129,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","There are two complete paths in this diagram. Bulb a is in a complete path with the battery, and does not affect bulbs b and c. Bulbs b and c are in a complete path with the battery, and do not affect bulb a.",1
PC.Q15.SBJ7.L2.SA122,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb a is contained within a complete path with the battery, but bulb b and c are on the same path so if one is burned out the other will burn out too",1
PC.Q15.SBJ7.L2.SA123,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","i don""t know",4
PC.Q15.SBJ7.L2.SA125,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb a does not affect the path of bulb b and c,0
PC.Q15.SBJ8.L2.SA132,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb b and bulb c are in the same path so if one burns out the other will nott work. bulb a is contained within a different path and will not burn out if bulb b or c is damaged because it is still contained in a closed path with the battery,0
PC.Q15.SBJ8.L2.SA133,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",no,4
PC.Q15.SBJ8.L2.SA134,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",i gave you an answer,4
PC.Q15.SBJ8.L2.SA135,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",next question please,4
PC.Q15.SBJ9.L2.SA125,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulbs b and c are paired together in one closed path with the battery. bulb a is by itself in a closed path with the battery.,0
PC.Q15.SBJ9.L2.SA126,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb a is in parallel with bulbs b and c. bulbs b and c are in a series and they depend on each other to close the path.,0
PC.Q15.SBJ9.L2.SA127,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb a does not affect bulb b and bulb c. bulb b and bulb c are on their own path with the battery.,0
PC.Q15.SBJB1.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is on a separate path than Bulbs B and C. Bulb B and C share the same path to the battery.,2
PC.Q15.SBJB10.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","b and c are in series so one affects the other and a is in parallel so it doesn""t affect the others",0
PC.Q15.SBJB11.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is in a separate path from bulbs B and C. So bulbs B and C affect each other because they are contained within the same path.,2
PC.Q15.SBJB12.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb a is on a closed path with the battery that does not affect bulb b or bulb c.  bulb b and bulb c are on the same path and affect one another when bulb b or bulb c is out,2
PC.Q15.SBJB13.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","If bulb A is damaged, there is still a closed path with bulb B, bulb C and the battery. If bulb B is damaged, bulb C will be off because they are in the same path. The same goes for bulb C being damaged and not bulb B. Meanwhile, bulb B and C do not affect bulb A.",2
PC.Q15.SBJB15.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",If A is out B and C not affected because they are still connected to the battery. If B is out C is also out because they are both contained in the same path. Same goes for C if C is out B is out because they are in the same path.,2
PC.Q15.SBJB17.L2.SA114,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is within its own closed path and independent of B and C,2
PC.Q15.SBJB18.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","since b and c are in the same path, if one burns out then it will affect the other",2
PC.Q15.SBJB19.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb b is in the same path as bulb c but bulb a is only in its own path. if either bulb b or c goes out then both b and c will go out. however, if bulb a goes out this will have no effect on bulb b or c",0
PC.Q15.SBJB2.L2.SA115,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",When one bulb is out the others can still work because of the additional connections in the circuit path.,2
PC.Q15.SBJB20.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A has its own path. Bulb B and Bulb C are in a path together.,2
PC.Q15.SBJB21.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulbs b anc c are on the same closed path with the battery but seperate from bulb a,2
PC.Q15.SBJB22.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",they either are or are not contained inteh same closed path as teh battery,1
PC.Q15.SBJB24.L2.SA116,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",A IS ON ITS ON PATH B AND C SHARE A PATH,2
PC.Q15.SBJB25.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","A is in it""s own path with the battery. B and C are also in their own path. However, the path",2
PC.Q15.SBJB26.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","There are 2 paths.  Bulb A is on its own path, and thus will never affect bulbs B and C.  Meanwhile,  bulbs B and C share the same path and are thus dependent on each other.",0
PC.Q15.SBJB27.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb A is contained entirely in it""s own closed circuit. bulbs B and C are contained in the same closed circuit, therefore, affecting each other when burned out.",1
PC.Q15.SBJB28.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is on its own closed path and bulbs B and C are on the same closed path,2
PC.Q15.SBJB29.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","A is on its own complete circuit, but B and C are on their own same complete circuit. so if bulb B or C is damaged it would upset the other since they are on the same closed circuit",1
PC.Q15.SBJB3.L2.SA118,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",im not sure how to,4
PC.Q15.SBJB31.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","bulb a is in a closed path with the battery, so it is not affected by other bulbs. bulb c and b are in a closed path with each other, so they depend on the other to be lit.",0
PC.Q15.SBJB32.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A has its own path so no bulb will affect it.  But Bulb B and Bulb C are on the same path so if one goes out the other will too.,0
PC.Q15.SBJB34.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",Bulb A is in its own closed path with the battery. Bulb B and bulb C are in their own closed path with the battery.,2
PC.Q15.SBJB35.L2.SA114,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","Bulb A is on it""s own path with the battery. Bulb B and C are contained on the same path with the battery, so if one goes out then both go out.",2
PC.Q15.SBJB36.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","for the path that only contains bulb A it doesnt matter if the other 2 are on or off. for the second path both B and C share a path so if one goes out so does the other, but bulb A does not effect them.",0
PC.Q15.SBJB37.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",B and C are on the same path so each one affects the other. A is own its own path so it will not affect the others,0
PC.Q15.SBJB38.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","There are two series involved in this diagram, therefore two different paths for the current to take. Bulbs B and C are contained in the same path and affect each other when one is burned out, but Bulb A is on its own path and only affects itself.",0
PC.Q15.SBJB39.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","The path to bulb A is not in the same path as bulbs B and C.  Bulbs B and C are in the same path, so if one of the bulbs is out, so is the other.  Bulb A does not affect the other bulbs, nor is it affected by the other bulbs.",0
PC.Q15.SBJB40.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",When bulb a is burnt out then b and c still have a contained path. when bulb b is burnt out then c does not have a direct path yet a does. when bulb c is burnt out then b does not have a contained paht but a does,1
PC.Q15.SBJB41.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","Bulb A is a direct closed pathway to the battery, and if it is burned out or damaged, so is every other bulb. If bulb B is damaged, only bulb C is affected because it is on the same pathway as bulb B and vise versa.",1
PC.Q15.SBJB42.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","Bulbs B and C are contained in the same path, so the status of these bulbs will affect each other and have no affect on bulb A. Bulb A is on its own path, so it will not have an affect on bulbs B and C.",0
PC.Q15.SBJB5.L2.SA112,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.",bulb A is on a closed path with the battery. Bulb A is not affected by bulbs B or C. Bulbs B and C are on the same path. They affect one another. Bulbs B and C are not affected by bulb A.,2
PC.Q15.SBJB6.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","When B or C is out, the other bulb on that pathway will be out. Only A will remain unaffected, because it is on it""s own pathway connected to the battery",2
PC.Q15.SBJB7.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","Bulb A is not on the same path as bulbs B and C, but bulbs B and C are on the same path",2
PC.Q15.SBJB9.L2.SA113,Describe the paths in this diagram and explain how those paths account for the results.,"Bulb A is in a path which does not contain B and C, so bulbs B and C don't affect it. Bulbs B and C are in the same path. They affect each other, but Bulb A doesn't affect them.","Bulb A has a closed path directly to the battery, so the state of B/C doesn""t affect it. Bulbs B and C are on the same closed path to the battery, so if one goes out, it interrupts the other""s path to the battery.",2
PC.Q16.SBJ10.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because bulb a was in a closed circuit with the battery,1
PC.Q16.SBJ10.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because bulb a was in a closed path with the battery,0
PC.Q16.SBJ11.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a is contained in a closed path with the battery.,0
PC.Q16.SBJ12.L2.SA48,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,The battery is conatained in a closed path with bulb a,0
PC.Q16.SBJ13.L2.SA47,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,there was no gap in the path.,2
PC.Q16.SBJ13.L2.SA48,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,bulb a come before switch y,3
PC.Q16.SBJ13.L2.SA49,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,switch y is on a different path than bulb a.,0
PC.Q16.SBJ14.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Because it was still connected to the battery terminal.,2
PC.Q16.SBJ15.L2.SA48,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because there was a gap in the circuit,1
PC.Q16.SBJ15.L2.SA49,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,there was a gap in the terminal,1
PC.Q16.SBJ15.L2.SA50,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,there was a gap in the connection between the batteruy and the terminal,1
PC.Q16.SBJ15.L2.SA51,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the bettery is contained in the terminal,1
PC.Q16.SBJ18.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Bulb A was in a closed circuit.,1
PC.Q16.SBJ18.L2.SA44,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Bulb a was in a complete circuit,2
PC.Q16.SBJ18.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Bulb a was in a closed path with a battery.,0
PC.Q16.SBJ19.L2.SA54,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because the path was closed,2
PC.Q16.SBJ19.L2.SA56,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the path was closed and connected to the battery,2
PC.Q16.SBJ22.L2.SA42,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,because it had no gap between the terminals,2
PC.Q16.SBJ22.L2.SA43,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,l,4
PC.Q16.SBJ22.L2.SA45,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,the battery is containing a negative charge only,1
PC.Q16.SBJ23.L2.SA46,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,There is no gap in the circuit.,1
PC.Q16.SBJ23.L2.SA47,Why was bulb A on when switch Y was open and switch Z was closed?,Bulb A is still contained in a closed path with the battery.,Bulb A is contained in the circuit.,2
